City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
161,codrington,-38.2667,141.9667,15.120000000000005,86,100,10.26,AU,1701242071
162,rawson,-43.3002,-65.1023,15.990000000000009,34,0,3.01,AR,1701241878
163,stanley,54.868,-1.6985,-0.8199999999999932,91,20,2.57,GB,1701242072
164,guarapari,-20.6667,-40.4975,24.939999999999998,93,100,3.69,BR,1701242072
165,springs,-26.25,28.4,25.74000000000001,52,100,3.96,ZA,1701242072
166,laguna,38.421,-121.4238,11.160000000000025,78,0,0.0,US,1701242073
167,cascais,38.6979,-9.4215,18.060000000000002,98,100,8.94,PT,1701242073
168,strelka,58.0728,93.0344,-13.20999999999998,73,53,2.37,RU,1701242074
169,nova xavantina,-14.6667,-52.35,24.200000000000045,66,35,0.85,BR,1701242075
170,villa regina,-39.1,-67.0667,16.100000000000023,15,0,3.13,AR,1701242076
171,nizhniy odes,63.6445,54.856,-6.2099999999999795,93,100,2.31,RU,1701242076
172,ad dabbah,18.05,30.95,26.310000000000002,21,0,4.87,SD,1701242077
173,port alfred,-33.5906,26.891,18.99000000000001,84,24,3.58,ZA,1701242079
174,conceicao da barra,-18.5933,-39.7322,22.720000000000027,95,81,2.28,BR,1701241917
175,iskateley,67.6803,53.1512,-17.20999999999998,95,99,4.92,RU,1701242079
176,punta arenas,-53.15,-70.9167,4.060000000000002,81,75,11.32,CL,1701242080
177,zhangatas,43.5667,69.75,13.600000000000023,58,100,9.97,KZ,1701242083
178,tolanaro,-25.0319,46.9987,32.82000000000005,48,0,5.11,MG,1701242084
179,kuanda,56.3161,116.0806,-18.809999999999974,93,100,1.45,RU,1701242084
180,mossel bay,-34.1831,22.146,18.960000000000036,57,82,3.44,ZA,1701242085
181,abra pampa,-22.7205,-65.697,13.410000000000025,67,81,4.04,AR,1701242085
182,kingston,17.997,-76.7936,22.340000000000032,93,14,1.42,JM,1701241813
